election_date,anc,name
1990-11-06,4A03,James Walker
1992-11-03,4A01,Karen B. Lucas
1992-11-03,4A02,Deborah N. Pinkerton
1992-11-03,4A03,Joseph H. Hairston
1994-11-08,4A01,E. Ned Sloan
1994-11-08,4A02,Deborah N. Pinkerton
1994-11-08,4A03,Joseph H. Hairston
1996-11-05,4A01,Douglass Sloan
1996-11-05,4A02,Jourdina S. Brown
1996-11-05,4A03,Joseph H. Hairston
1998-11-03,4A01,Douglass Sloan
1998-11-03,4A02,Jourdina S. Brown
1998-11-03,4A03,Joseph H. Hairston
2000-11-07,4A01,Douglass Sloan
2000-11-07,4A02,Jourdina S. Brown
2000-11-07,4A03,Stephen Whatley
2002-11-05,4A01,Roy E. Brown
2002-11-05,4A02,Jourdina S. Brown
2002-11-05,4A03,Stephen Whatley
2004-11-02,4A01,Clark Johnson
2004-11-02,4A02,Jourdina S. Brown
2004-11-02,4A03,Stephen Whatley
2006-11-07,4A01,Clark Johnson
2006-11-07,4A02,Jourdina Smith Brown
2006-11-07,4A03,Stephen A. Whatley
2008-11-04,4A01,Karl Kennedy
2008-11-04,4A02,Dwayne M. Toliver
2008-11-04,4A03,Stephen A. Whatley
2010-11-02,4A01,Karl Kennedy
2010-11-02,4A02,Dwayne M. Toliver
2010-11-02,4A03,Stephen A. Whatley
2012-11-06,4A01,Acqunetta Anderson
2012-11-06,4A02,Dwayne M. Toliver
2012-11-06,4A03,Stephen A. Whatley
1979-11-06,4A04,H. Hank Larsen
1979-11-06,4A05,James Walker
1979-11-06,4A06,Mary M. Manor
1981-11-03,4A04,H. Hank Larsen
1981-11-03,4A05,James Walker
1981-11-03,4A06,Richard Clark
1984-11-06,4A04,H. Hank Larsen
1984-11-06,4A05,Michael W. Barlow
1984-11-06,4A06,Stan L. Gilchrist
1986-11-04,4A04,H. Hank Larsen
1986-11-04,4A05,Michael W. Barlow
1986-11-04,4A06,No candidate
1988-11-08,4A04,H. Hank Larsen
1988-11-08,4A05,Angela H. Mack
1988-11-08,4A06,Lloyd L. Williams
1990-11-06,4A04,Betty E. Malone
1990-11-06,4A05,Judith A. Anderson
1990-11-06,4A06,Lloyd L. Williams
1992-11-03,4A04,Riddick Vann
1992-11-03,4A05,Judith A. Anderson
1992-11-03,4A06,Mary E. Waynes
1994-11-08,4A04,Riddick Vann
1994-11-08,4A05,Judith A. Anderson
1994-11-08,4A06,Alicia U. Green
1996-11-05,4A04,Riddick Vann
1996-11-05,4A05,Judith A. Anderson
1996-11-05,4A06,No candidate
1998-11-03,4A04,Riddick Vann
1998-11-03,4A05,Judith A. Anderson
1998-11-03,4A06,Paula Moore Ayo Pyne-Hebron
2000-11-07,4A04,Riddick Vann
2000-11-07,4A05,Judith A. Anderson
2000-11-07,4A06,No candidate
2002-11-05,4A04,"Charles R. Lowery, Jr."
2002-11-05,4A05,No candidate
2002-11-05,4A06,Dianne Floyd Sutton
2004-11-02,4A04,Alicia Dillard
2004-11-02,4A05,No candidate
2004-11-02,4A06,Dianne Floyd Sutton
2006-11-07,4A04,Marian C. Bennett
2006-11-07,4A05,Habieba S. Israel
2006-11-07,4A06,Brian J. Lang
2008-11-04,4A04,Marian C. Bennett
2008-11-04,4A05,Habieba S. Israel
2008-11-04,4A06,Christine Burkhart
2010-11-02,4A04,Marian C. Bennett
2010-11-02,4A05,Habieba Israel
2010-11-02,4A06,Kimberly L. Boyd
2012-11-06,4A04,Marian C. Bennett
2012-11-06,4A05,No candidate
2012-11-06,4A06,Karrye Y. Braxton
1979-11-06,4A07,Lois W. Branche
1979-11-06,4A08,No candidate
1979-11-06,4B01,Stephen Whitney
1981-11-03,4A07,Natalie A. Howard
1981-11-03,4A08,Harry T. Jones
1981-11-03,4B01,Albert O. Burke
1984-11-06,4A07,Gregory Thomas
1984-11-06,4A08,"John C. Eason, Jr."
1984-11-06,4B01,Juanita J. Scott
1986-11-04,4A07,Gregory Thomas
1986-11-04,4A08,"John C. Eason, Jr."
1986-11-04,4B01,Reginald B. Lovelace
1988-11-08,4A07,Joyce A. Rogers
1988-11-08,4A08,"John C. Eason, Jr."
1988-11-08,4B01,Ralston C. Mathews
1990-11-06,4A07,Larry L. Chatman
1990-11-06,4A08,"John C. Eason, Jr."
1990-11-06,4B01,Ralston C. Mathews
1992-11-03,4A07,Mary Braganza
1992-11-03,4A08,"John C. Eason, Jr."
1992-11-03,4B01,Ralston C. Mathews
1994-11-08,4A07,Gail Barnes
1994-11-08,4A08,Donna M.L. Brown
1994-11-08,4B01,Ralston C. Mathews
1996-11-05,4A07,John J. Chagnon
1996-11-05,4A08,No candidate
1996-11-05,4B01,Ralston C. Mathews
1998-11-03,4A07,John J. Chagnon
1998-11-03,4A08,James H. Jones
1998-11-03,4B01,Carla A. Eugene
2000-11-07,4A07,John J. Chagnon
2000-11-07,4A08,James H. Jones
2000-11-07,4B01,Sara Green
2002-11-05,4A07,Gregory Shepard
2002-11-05,4A08,James H. Jones
2002-11-05,4B01,Doug Payton
2004-11-02,4A07,Gregory Shepard
2004-11-02,4A08,James H. Jones
2004-11-02,4B01,Doug Payton
2006-11-07,4A07,Dave Wilson
2006-11-07,4A08,James H. Jones
2006-11-07,4B01,Sara Green
2008-11-04,4A07,Dave Wilson
2008-11-04,4A08,Gale B. Black
2008-11-04,4B01,Sara Green
2010-11-02,4A07,Dave Wilson
2010-11-02,4A08,Gale B. Black
2010-11-02,4B01,Sara Green
2012-11-06,4A07,Dave Wilson
2012-11-06,4A08,Gale B. Black
2012-11-06,4B01,Sara Green
1979-11-06,4B02,Gloria H. Johnson
1979-11-06,4B03,No candidate
1979-11-06,4B04,Wesley W. Garrett
1981-11-03,4B02,Gloria H. Johnson
1981-11-03,4B03,"Fletcher H. Word, Jr."
1981-11-03,4B04,Wesley W. Garrett
1984-11-06,4B02,Andrea P. Masciana
1984-11-06,4B03,"Fletcher H. Word, Jr."
1984-11-06,4B04,Wesley W. Garrett
1986-11-04,4B02,Andrea P. Masciana
1986-11-04,4B03,"Fletcher H. Word, Jr."
1986-11-04,4B04,Wesley W. Garrett
1988-11-08,4B02,Leo P. Masciana
1988-11-08,4B03,Katie R. Crawley
1988-11-08,4B04,Yvonne Majett Cooper
1990-11-06,4B02,Anthony Muhammad
1990-11-06,4B03,Katie R. Crawley
1990-11-06,4B04,Merle S. Goldberg
1992-11-03,4B02,Anthony Muhammad
1992-11-03,4B03,Katie R. Crawley
1992-11-03,4B04,Mary Sanford
1994-11-08,4B02,Anthony Muhammad
1994-11-08,4B03,Paul E. Montague
1994-11-08,4B04,Sheila Douglas
1996-11-05,4B02,Rosemary C. Harold
1996-11-05,4B03,Laura M. Maychruk
1996-11-05,4B04,No candidate
1998-11-03,4B02,Cecily Patterson
1998-11-03,4B03,A.M. Mustafa
1998-11-03,4B04,Pat Kidd
2000-11-07,4B02,Cecily Patterson
2000-11-07,4B03,Louis Lieb
2000-11-07,4B04,Pat Kidd
2002-11-05,4B02,Faith E. Wheeler
2002-11-05,4B03,Georgia M. Dickens
2002-11-05,4B04,Mary Sanford
2004-11-02,4B02,Faith E. Wheeler
2004-11-02,4B03,Pat Kidd
2004-11-02,4B04,Wes Hickman
2006-11-07,4B02,Faith E. Wheeler
2006-11-07,4B03,Frederick D. Grant
2006-11-07,4B04,Evelena McCutchen
2008-11-04,4B02,Faith E. Wheeler
2008-11-04,4B03,Monique M. Smith
2008-11-04,4B04,James J. Sydnor
2010-11-02,4B02,Faith E. Wheeler
2010-11-02,4B03,Frederick D. Grant
2010-11-02,4B04,"Douglas E. Smith, Sr."
2012-11-06,4B02,Faith E. Wheeler
2012-11-06,4B03,Frederick D. Grant
2012-11-06,4B04,Brenda Dawson Parks
1979-11-06,4B05,No candidate
1979-11-06,4B06,No candidate
1979-11-06,4B07,No candidate
1981-11-03,4B05,William (Bill) Watson
1981-11-03,4B06,No candidate
1981-11-03,4B07,Susie J. Carpenter
1984-11-06,4B05,Charlie L. Glenn
1984-11-06,4B06,"Edward B. Hardy, Sr."
1984-11-06,4B07,Susie J. Carpenter
1986-11-04,4B05,Charlie L. Glenn
1986-11-04,4B06,"Edward B. Hardy, Sr."
1986-11-04,4B07,Susie J. Carpenter
1988-11-08,4B05,Gloria Taylor
1988-11-08,4B06,Maurice Alexander
1988-11-08,4B07,Susie J. Carpenter
1990-11-06,4B05,Charlie L. Glenn
1990-11-06,4B06,Maurice Alexander
1990-11-06,4B07,Susie J. Carpenter
1992-11-03,4B05,Lori Parker
1992-11-03,4B06,Susie J. Carpenter
1992-11-03,4B07,"Vannie Taylor, III"
1994-11-08,4B05,Lori Parker
1994-11-08,4B06,Terry L. Adams
1994-11-08,4B07,"Vannie Taylor, III"
1996-11-05,4B05,Lorraine Z. Cooper
1996-11-05,4B06,Marie Woodward Graves
1996-11-05,4B07,"Vannie Taylor, III"
1998-11-03,4B05,Lorraine Z. Cooper
1998-11-03,4B06,Louis W. Thurston
1998-11-03,4B07,Melva M. Abdullah
2000-11-07,4B05,Sharee A. Brown
2000-11-07,4B06,Louis W. Thurston
2000-11-07,4B07,Ronald Austin
2002-11-05,4B05,Blondine C. Hughes
2002-11-05,4B06,Michael Burke
2002-11-05,4B07,Paul E. Montague
2004-11-02,4B05,Blondine C. Hughes
2004-11-02,4B06,Michael Burke
2004-11-02,4B07,Judi Jones
2006-11-07,4B05,Blondine C. Hughes
2006-11-07,4B06,Gloria D. Palmer
2006-11-07,4B07,Judi Jones
2008-11-04,4B05,Brenda Speaks
2008-11-04,4B06,Idriys J. Abdullah
2008-11-04,4B07,Judi Jones
2010-11-02,4B05,Brenda Speaks
2010-11-02,4B06,Gloria D. Palmer
2010-11-02,4B07,Judi Jones
2012-11-06,4B05,Brenda Speaks
2012-11-06,4B06,Ronald (Ron) Austin
2012-11-06,4B07,Judi Jones
1979-11-06,4B08,No candidate
1979-11-06,4B09,Jean H. Bennett
1979-11-06,4B10,Johnie D. Wilson
1981-11-03,4B08,No candidate
1981-11-03,4B09,Mary C. Tucker
1981-11-03,4B10,Johnie D. Wilson
1984-11-06,4B08,Mary C. Tucker
1984-11-06,4B09,Louryn M. Green
1984-11-06,4B10,Johnie D. Wilson
1986-11-04,4B08,Mary C. Tucker
1986-11-04,4B09,Louryn M. Green
1986-11-04,4B10,David Green
1988-11-08,4B08,Evelyn U. Johnson
1988-11-08,4B09,Beverlye C. Neal
1988-11-08,4B10,Thomas J. Houston
1990-11-06,4B08,"Vannie Taylor, III"
1990-11-06,4B09,Beverlye C. Neal
1990-11-06,4B10,Alice W. Gilmore
1992-11-03,4B08,Alice W. Gilmore
1992-11-03,4B09,A. (Amy) Hatcher Lyon
1992-11-03,4B10,Victoria Wells
1994-11-08,4B08,Alice W. Gilmore
1994-11-08,4B09,A. (Amy) Hatcher Lyon
1994-11-08,4B10,Victoria Wells
1996-11-05,4B08,"Robert V. Richard, Sr."
1996-11-05,4B09,Amanda Hatcher Lyon
1996-11-05,4B10,Victoria Wells
1998-11-03,4B08,"Robert V. Richard, Sr."
1998-11-03,4B09,Amanda Hatcher Lyon
1998-11-03,4B10,"Frank E. Jackson, II"
2000-11-07,4B08,"Barrington D. Scott, I"
2000-11-07,4B09,Amanda Hatcher Lyon
2000-11-07,4B10,Shirleta Settles-Nugent
2002-11-05,4B08,Jeffrey H. Tignor
2002-11-05,4B09,Sandra Y. Battle
2004-11-02,4B08,Cherita Whiting
2004-11-02,4B09,Muriel E. Bowser
2006-11-07,4B08,Cherita Whiting
2006-11-07,4B09,Muriel E. Bowser
2008-11-04,4B08,Yvonne A. Jefferson
2008-11-04,4B09,Douglass Sloan
2010-11-02,4B08,Yvonne A. Jefferson
2010-11-02,4B09,Doulass Sloan
2012-11-06,4B08,Yvonne A. Jefferson
2012-11-06,4B09,Douglass Sloan
1979-11-06,4B11,No candidate
1979-11-06,4B12,No candidate
1979-11-06,4C01,O. Marion Jones
1981-11-03,4B11,Catherine D. Castellano
1981-11-03,4B12,Rose Ann Lee
1981-11-03,4C01,No candidate
1984-11-06,4B11,Catherine D. Castellano
1984-11-06,4B12,Rose Ann Lee
1984-11-06,4C01,Archie D. Mack
1986-11-04,4B11,Catherine D. Castellano
1986-11-04,4B12,No candidate
1986-11-04,4C01,No candidate
1988-11-08,4B11,Amanda Hatcher Lyon
1988-11-08,4B12,Edna S. Southerland
1988-11-08,4C01,Robert F. Bonner
1990-11-06,4B11,Amanda Hatcher Lyon
1990-11-06,4B12,Edna S. Southerland
1990-11-06,4C01,Taalib-Din Ugdah
1992-11-03,4C01,Audrey Joan Hendricks
1994-11-08,4C01,Audrey Joan Hendricks
1996-11-05,4C01,Audrey Joan Hendricks
1998-11-03,4C01,Chi Heard
2000-11-07,4C01,Robert Hendricks
2002-11-05,4C01,Alfreda C. Mauuso
2004-11-02,4C01,Harold W. Prince
2006-11-07,4C01,Dee Jolley
2008-11-04,4C01,Michael Yates
2010-11-02,4C01,Michael Yates
2012-11-06,4C01,Michael Yates
1979-11-06,4C02,"Geneva ""Ruby"" Jones"
1979-11-06,4C03,No candidate
1979-11-06,4C04,Phyllis E. Young
1981-11-03,4C02,"Geneva ""Ruby"" Jones"
1981-11-03,4C03,Laverne H. King
1981-11-03,4C04,No candidate
1984-11-06,4C02,"Geneva ""Ruby"" Jones"
1984-11-06,4C03,Phyllis E. Young
1984-11-06,4C04,Rudolph Harris
1986-11-04,4C02,"Geneva ""Ruby"" Jones"
1986-11-04,4C03,A. Cornelius Baker
1986-11-04,4C04,Rudolph Harris
1988-11-08,4C02,"Geneva ""Ruby"" Jones"
1988-11-08,4C03,Lillian Cooper-Wiggins
1988-11-08,4C04,Diane Simpkins
1990-11-06,4C02,"Geneva ""Ruby"" Jones"
1990-11-06,4C03,Lillian Cooper-Wiggins
1990-11-06,4C04,Susie A. Fish
1992-11-03,4C02,"Geneva ""Ruby"" Jones"
1992-11-03,4C03,Lillian Cooper-Wiggins
1992-11-03,4C04,Thelma Monroe
1994-11-08,4C02,"Geneva ""Ruby"" Jones"
1994-11-08,4C03,Lillian Cooper-Wiggins
1994-11-08,4C04,Thelma Monroe
1996-11-05,4C02,Kathryn Ferger
1996-11-05,4C03,Lillian Cooper-Wiggins
1996-11-05,4C04,Steven Leraris
1998-11-03,4C02,Maureen Young
1998-11-03,4C03,Adrian Fenty
1998-11-03,4C04,Vivian L. Portis
2000-11-07,4C02,Maureen Young
2000-11-07,4C03,Shawn R. Fenty
2000-11-07,4C04,Nabil H. Elberry
2002-11-05,4C02,Jackie Mitchell
2002-11-05,4C03,Shawn R. Fenty
2002-11-05,4C04,Steve Leraris
2004-11-02,4C02,Kenneth Alexander
2004-11-02,4C03,Ronald P. Bland
2004-11-02,4C04,Marc Yesberger
2006-11-07,4C02,Damian A Nickens
2006-11-07,4C03,Ronald P. Bland
2006-11-07,4C04,Maggie Biscarr
2008-11-04,4C02,Janet M. Myers
2008-11-04,4C03,"James Davis, II"
2008-11-04,4C04,Margaret T. Biscarr
2010-11-02,4C02,Janet M. Myers
2010-11-02,4C03,Jean Badalamenti
2010-11-02,4C04,Steve Leraris
2012-11-06,4C02,Janet M. Myers
2012-11-06,4C03,Jeff Standish
2012-11-06,4C04,"Rickey Williams, Jr."
1979-11-06,4C05,Lorraine Lonesome Martin
1979-11-06,4C06,No candidate
1979-11-06,4C07,Velma V. Dzidzoenyo
1981-11-03,4C05,No candidate
1981-11-03,4C06,No candidate
1981-11-03,4C07,Velma V. Dzidzienyo
1984-11-06,4C05,Mary Lou Fant
1984-11-06,4C06,Velma V. Dzidzienyo James E. Short
1986-11-04,4C05,No candidate
1986-11-04,4C06,Velma V. Dzidzienyo Peggy JP McCoo
1988-11-08,4C05,LaMont J. Mitchell
1988-11-08,4C06,Velma V. Dzidzienyo Peggy JP McCoo
1990-11-06,4C05,Charles W. Ostroskey
1990-11-06,4C06,Denise Spencer
1990-11-06,4C07,Peggy JP McCoo
1992-11-03,4C05,John C. Hawkins
1992-11-03,4C06,Kelvin Young
1992-11-03,4C07,Joan M. Thomas
1994-11-08,4C05,John C. Hawkins
1994-11-08,4C06,Kelvin Young
1994-11-08,4C07,Lew Maiden
1996-11-05,4C05,No candidate
1996-11-05,4C06,Willie Flowers
1996-11-05,4C07,Gregory Bridges
1998-11-03,4C05,Susie A. Fish
1998-11-03,4C06,Willie Flowers
1998-11-03,4C07,Angela Christophe
2000-11-07,4C05,Andy Barry
2000-11-07,4C06,Willie Flowers
2000-11-07,4C07,Sandra Butler-Truesdale
2002-11-05,4C05,Kristen Barden
2002-11-05,4C06,Peron Williams
2002-11-05,4C07,Karen W. Archer
2004-11-02,4C05,Franklin G. Pryor
2004-11-02,4C06,Peron Williams
2004-11-02,4C07,Karen W. Archer
2006-11-07,4C05,Louis Wassel
2006-11-07,4C06,No candidate
2006-11-07,4C07,Shanel O. Anthony
2008-11-04,4C05,Joseph Vaughan
2008-11-04,4C06,David Tumblin
2008-11-04,4C07,Shanel Anthony
2010-11-02,4C05,Joseph Vaughan
2010-11-02,4C06,David Tumblin
2010-11-02,4C07,Shanel Anthony
2012-11-06,4C05,Joseph M. Vaughan
2012-11-06,4C06,Vann-Di Galloway
2012-11-06,4C07,Shanel O. Anthony
1979-11-06,4C08,No candidate
1979-11-06,4C09,"C. M. Burton, Jr."
1979-11-06,4C10,"John C. Eason, Jr."
1981-11-03,4C08,Kevin De Riddick
1981-11-03,4C09,"C. M. Burton, Jr."
1981-11-03,4C10,"John C. Eason, Jr."
1984-11-06,4C08,Lorraine L. Martin
1986-11-04,4C08,No candidate
1988-11-08,4C08,Christopher T. Downing
1990-11-06,4C08,Joanne E. Thomas
1992-11-03,4C08,Peggy JP McCoo
1992-11-03,4C09,Mary C. D. Smith
1992-11-03,4C10,Joanne E. Thomas
1994-11-08,4C08,Jeanette Hunt
1994-11-08,4C09,Mary C. D. Smith
1994-11-08,4C10,"Malachi ""June"" Jones"
1996-11-05,4C08,Timothy Jones
1996-11-05,4C09,King Thomas
1996-11-05,4C10,"Malachi ""June"" Jones"
1998-11-03,4C08,Timothy Allen Jones
1998-11-03,4C09,Ronald X. Faunteroy
1998-11-03,4C10,Mary Davis McQuirter
2000-11-07,4C08,Timothy Allen Jones
2000-11-07,4C09,George H. Brown
2000-11-07,4C10,"John Walker-Turner, Sr."
2002-11-05,4C08,Timothy Allen Jones
2002-11-05,4C09,George H. Brown
2002-11-05,4C10,Janis Williams
2004-11-02,4C08,Timothy Allen Jones
2004-11-02,4C09,"Joseph E. Martin, Jr."
2004-11-02,4C10,Joseph C. Henson
2006-11-07,4C08,Timothy Allen Jones
2006-11-07,4C09,Joseph Martin
2006-11-07,4C10,Kevin E. Hummons
2008-11-04,4C08,Timothy A. Jones
2008-11-04,4C09,Joseph Martin
2008-11-04,4C10,Gabe P. Acevedo
2010-11-02,4C08,Timothy A. Jones
2010-11-02,4C09,Joseph Martin
2010-11-02,4C10,Robert H. Mandle
2012-11-06,4C08,Timothy A. Jones
2012-11-06,4C09,Zachary Hartman
2012-11-06,4C10,Evan Waldt
1979-11-06,4D01,No candidate
1979-11-06,4D02,No candidate
1979-11-06,4D03,Roosevelt Fuller
1981-11-03,4D01,No candidate
1981-11-03,4D02,No candidate
1981-11-03,4D03,Roosevelt Fuller
1984-11-06,4D01,Jesse W. Brown
1984-11-06,4D02,Philip H. Jackson
1984-11-06,4D03,Franklyn M. Malone
1986-11-04,4D01,Jesse W. Brown
1986-11-04,4D02,Blanche A. Bradley
1986-11-04,4D03,Franklyn M. Malone
1988-11-08,4D01,Denise L. Whittington
1988-11-08,4D02,Blanche A. Bradley
1988-11-08,4D03,Grace Littlejohn
1990-11-06,4D01,Barbara A. Young
1990-11-06,4D02,Blanche A. Bradley
1990-11-06,4D03,Grace Littlejohn
1992-11-03,4D01,Barbara A. Young
1992-11-03,4D02,Hattie G. Holmes
1992-11-03,4D03,Patricia A. Cauley
1994-11-08,4D01,Barbara A. Young
1994-11-08,4D02,Hattie G. Holmes
1994-11-08,4D03,Freda J. Bonner
1996-11-05,4D01,No candidate
1996-11-05,4D02,No candidate
1996-11-05,4D03,No candidate
1998-11-03,4D01,Delores R. Fields
1998-11-03,4D02,No candidate
1998-11-03,4D03,Tina Thompson
2000-11-07,4D01,No candidate
2000-11-07,4D02,Hattie G. Holmes
2000-11-07,4D03,Tina Thompson
2002-11-05,4D01,Keith A. Jackson
2002-11-05,4D02,Renee L. Bowser
2002-11-05,4D03,Tina Thompson
2004-11-02,4D01,Keith A. Jackson
2004-11-02,4D02,Renee L. Bowser
2004-11-02,4D03,Tina Thompson
2006-11-07,4D01,Joshua Lopez
2006-11-07,4D02,Renee L. Bowser
2006-11-07,4D03,Robert L. Whiddon
2008-11-04,4D01,Lamont Akins
2008-11-04,4D02,No candidate
2008-11-04,4D03,Robert L. Whiddon
2010-11-02,4D01,No candidate
2010-11-02,4D02,No candidate
2010-11-02,4D03,Lisa Colbert
2012-11-06,4D01,Lamont Akins
2012-11-06,4D02,Ren�e L. Bowser
2012-11-06,4D03,Lisa Colbert
1979-11-06,4D04,Lorenzo Allen
1979-11-06,4D05,Juanita F. Groves
1979-11-06,4D06,Mary Ethel Wilson
1981-11-03,4D04,No candidate
1981-11-03,4D05,Bobby Campbell
1981-11-03,4D06,Mary Ethel Wilson
1984-11-06,4D04,Lorenzo Allen
1984-11-06,4D05,Leonard S. Jones
1984-11-06,4D06,Mary Ethel Wilson
1986-11-04,4D04,Lorenzo Allen
1986-11-04,4D05,Agnes A. Johnson
1986-11-04,4D06,Mary Ethel Wilson
1988-11-08,4D04,Lorenzo Allen
1988-11-08,4D05,Agnes A. Johnson
1988-11-08,4D06,Mary Ethel Wilson
1990-11-06,4D04,Lorenzo Allen
1990-11-06,4D05,Agnes A. Johnson
1990-11-06,4D06,Geraldine P. Chisley
1992-11-03,4D04,Lorenzo Allen
1992-11-03,4D05,Leopold Wilburn
1992-11-03,4D06,Sara I. Banks
1994-11-08,4D04,Arnyce Adams
1994-11-08,4D05,Audrey E. Thompson
1994-11-08,4D06,Ronald Robinson
1996-11-05,4D04,No candidate
1996-11-05,4D05,Audrey E. Thompson
1996-11-05,4D06,Iwo D. Fairrow
1998-11-03,4D04,Henry V.S. Thompson
1998-11-03,4D05,Audrey E. Thompson
1998-11-03,4D06,Constance Todd
2000-11-07,4D04,Henry V.S. Thompson
2000-11-07,4D05,Audrey E. Thompson
2000-11-07,4D06,Constance Todd
2002-11-05,4D04,Henry V.S. Thompson
2002-11-05,4D05,Audrey E. Thompson
2002-11-05,4D06,Lucretia Hockaday
2004-11-02,4D04,Arnyce M. Adams
2004-11-02,4D05,No candidate
2004-11-02,4D06,Lucretia Hockaday
2006-11-07,4D04,Donna Brockington
2006-11-07,4D05,Everett D. Lott
2006-11-07,4D06,Lucretia Hockaday
2008-11-04,4D04,Donna Brockington
2008-11-04,4D05,Everett D. Lott
2008-11-04,4D06,Bill Quirk
2010-11-02,4D04,Donna Brockington
2010-11-02,4D05,No candidate
2010-11-02,4D06,Bill Quirk
2012-11-06,4D04,Donna Brockington
2012-11-06,4D05,Valikia R. Newsome
2012-11-06,4D06,Bill Quirk
1979-11-06,4D07,Leonard S. Jones
1979-11-06,4D08,No candidate
1979-11-06,4D09,Virginia E. Thomas
1981-11-03,4D07,No candidate
1981-11-03,4D08,No candidate
1981-11-03,4D09,No candidate
1984-11-06,4D07,Elnora W. Jackson
1984-11-06,4D08,"Willie Thomas, Jr."
1984-11-06,4D09,Mary C. Smith
1986-11-04,4D07,No candidate
1986-11-04,4D08,No candidate
1986-11-04,4D09,Mary C. Smith
1988-11-08,4D07,Alfred E. Mundy
1988-11-08,4D08,Sara I. Banks
1988-11-08,4D09,Mary C. Smith
1990-11-06,4D07,Alfred E. Mundy
1990-11-06,4D08,Marguerite W. Austin
1990-11-06,4D09,Mary C. Smith
1992-11-03,4D07,Alfred E. Mundy
1992-11-03,4D08,Susan Emerson
1992-11-03,4D09,Jackie Reeder
1994-11-08,4D07,Alfred E. Mundy
1994-11-08,4D08,James T. Green
1994-11-08,4D09,Guy X. Valentine
1996-11-05,4D07,No candidate
1996-11-05,4D08,No candidate
1996-11-05,4D09,No candidate
1998-11-03,4D07,No candidate
1998-11-03,4D08,No candidate
1998-11-03,4D09,Lenora Richardson
2000-11-07,4D07,No candidate
2000-11-07,4D08,No candidate
2000-11-07,4D09,Lenora Richardson
1979-11-06,4D10,No candidate
1979-11-06,4D11,No candidate
1979-11-06,4D12,Joan M. Thomas
1981-11-03,4D10,No candidate
1981-11-03,4D11,No candidate
1981-11-03,4D12,Joan M. Thomas
1984-11-06,4D10,Joan M. Thomas
1984-11-06,4D11,Kevin Dennis
1984-11-06,4D12,No candidate
1986-11-04,4D10,Joan M. Thomas
1986-11-04,4D11,Kevin Dennis
1986-11-04,4D12,James T. Green
1988-11-08,4D10,Joan M. Thomas
1988-11-08,4D11,Kevin Dennis
1988-11-08,4D12,James T. Green
1990-11-06,4D10,Joan M. Thomas
1990-11-06,4D11,Christopher E. Byrd
1990-11-06,4D12,Susan Emerson
1992-11-03,4D10,Robert Clayton Cooper
1994-11-08,4D10,Helen H. Mitchell
1996-11-05,4D10,Keith M. Jones
1998-11-03,4D10,Keith M. Jones
2000-11-07,4D10,Himie M. Pickett
1979-11-06,4D13,No candidate
1979-11-06,5A01,No candidate
1979-11-06,5A02,No candidate
1981-11-03,4D13,Alonzo P. Moore
1981-11-03,5A01,Lucien H. Minor
1981-11-03,5A02,Etta Marie Marshall
1984-11-06,4D13,Helen H. Mitchell
1984-11-06,5A01,Bernard N. Price
1984-11-06,5A02,Etta Marie Marshall
1986-11-04,4D13,Helen H. Mitchell
1986-11-04,5A01,Bernard N. Price
1986-11-04,5A02,Etta Marie Marshall
1988-11-08,4D13,Helen H. Mitchell
1988-11-08,5A01,Bernard N. Price
1988-11-08,5A02,Kathryn A. Pearson-West
1990-11-06,4D13,Helen H. Mitchell
1990-11-06,5A01,James W. Johnson
1990-11-06,5A02,Clayton L. Butler
1992-11-03,5A01,James W. Johnson
1992-11-03,5A02,Kathryn A. Pearson-West
1994-11-08,5A01,Etta Marie Marshall
1994-11-08,5A02,Norma M. Broadnax
1996-11-05,5A01,Etta Marie Marshall
1996-11-05,5A02,Norma M. Broadnax
1998-11-03,5A01,James W. Johnson
1998-11-03,5A02,Norma M. Broadnax
2000-11-07,5A01,James W. Johnson
2000-11-07,5A02,Norma M. Broadnax
2002-11-05,5A01,Lenora Richardson
2002-11-05,5A02,James M. Johnson
2004-11-02,5A01,Sandra L. Washington
2004-11-02,5A02,Frank Wilds
2006-11-07,5A01,Sandi Washington
2006-11-07,5A02,Patricia Roberts
2008-11-04,5A01,Sandi Washington
2008-11-04,5A02,Patricia Roberts
2010-11-02,5A01,Sandi Washington
2010-11-02,5A02,Patricia Roberts
2012-11-06,5A01,Frank Wilds
2012-11-06,5A02,Michael Williams
1979-11-06,5A03,Joseph L. Bowser
1979-11-06,5A04,Raymond L. Dickey
1979-11-06,5A05,Clifton A. Roberson
1981-11-03,5A03,Joseph L. Bowser
1981-11-03,5A04,Raymond L. Dickey
1981-11-03,5A05,Anthony D. Roberson
1984-11-06,5A03,Joseph L. Bowser
1984-11-06,5A04,Raymond L. Dickey
1984-11-06,5A05,Paul Washington
1986-11-04,5A03,Joseph L. Bowser
1986-11-04,5A04,Raymond L. Dickey
1986-11-04,5A05,Paul Washington
1988-11-08,5A03,Margie W. Truesdale
1988-11-08,5A04,Raymond L. Dickey
1988-11-08,5A05,Paul Washington
1990-11-06,5A03,"Joseph L. Bowser, Jr."
1990-11-06,5A04,Raymond L. Dickey
1990-11-06,5A05,Joyce C. Saucier
1992-11-03,5A03,Joseph Bowser
1992-11-03,5A04,Raymond L. Dickey
1992-11-03,5A05,Joyce C. Saucier
